1,pop1,pop1_type,pop2,pop2_type,dist_km,fst
791,ZAM20-75_dec,dec,JKO-15_ere,ere,916.8699479,0.480144986
794,JKO-18_ere,ere,JKO-15_ere,ere,117.7894771,0.251272961
795,JKO-19_ere,ere,JKO-15_ere,ere,116.7623695,0.28814586
796,TAN16-01_ere,ere,JKO-15_ere,ere,221.0516625,0.452458894
797,ZAM17-18_ere,ere,JKO-15_ere,ere,3.123354438,0.239927361
798,ZAM17-20_ere,ere,JKO-15_ere,ere,121.6730679,0.254222445
799,ZAM17-22_ere,ere,JKO-15_ere,ere,105.2606273,0.246633502
800,ZAM19-30_ere,ere,JKO-15_ere,ere,451.1430147,0.277045337
801,ZAM19-31_ere,ere,JKO-15_ere,ere,206.7278504,0.294072008
802,ZAM19-32_ere,ere,JKO-15_ere,ere,181.4376876,0.338699802
803,ZAM19-33_ere,ere,JKO-15_ere,ere,140.0780866,0.264656537
804,ZAM19-42_ere,ere,JKO-15_ere,ere,66.52188826,0.26055242
805,ZAM19-44_ere,ere,JKO-15_ere,ere,86.59057411,0.239492016
806,ZAM19-53_ere,ere,JKO-15_ere,ere,256.6242411,0.264152743
807,ZAM19-55_ere,ere,JKO-15_ere,ere,232.1902201,0.256709431
808,ZAM19-56_ere,ere,JKO-15_ere,ere,229.1176444,0.257910535
809,ZAM19-59_ere,ere,JKO-15_ere,ere,133.9026257,0.287876903
810,ZAM20-106_ere,ere,JKO-15_ere,ere,524.1483124,0.283976192
811,ZAM20-108_ere,ere,JKO-15_ere,ere,484.8445961,0.341049742
812,ZAM20-113_ere,ere,JKO-15_ere,ere,491.4314075,0.35249181
813,ZAM20-74_ere,ere,JKO-15_ere,ere,859.6834852,0.289503834
814,ZAM20-86_ere,ere,JKO-15_ere,ere,864.5859782,0.292343519
815,ZAM20-91_ere,ere,JKO-15_ere,ere,823.7064904,0.287655112
816,ZAM20-95_ere,ere,JKO-15_ere,ere,791.563204,0.341675394
817,L01_int,int,JKO-15_ere,ere,494.9033878,0.59141414
818,TAN16-03_C4_IIIa,C4_IIIa,JKO-18_ere,ere,78.38003635,0.722222954
819,ZAM15-05_C4_IIIa,C4_IIIa,JKO-18_ere,ere,432.5101643,0.605932612
820,ZAM17-01_C4_IIIa,C4_IIIa,JKO-18_ere,ere,672.2626196,0.742914939
821,ZAM19-30_C4_IIIb,C4_IIIb,JKO-18_ere,ere,528.8098948,0.71078568
822,ZAM19-32_C4_IIIb,C4_IIIb,JKO-18_ere,ere,242.9979083,0.713965989
823,ZAM19-33_C4_IIIb,C4_IIIb,JKO-18_ere,ere,214.5823397,0.715339379
824,ZAM19-55_C4_IIIb,C4_IIIb,JKO-18_ere,ere,346.5266797,0.712115267
825,ZAM19-56_C4_IIIb,C4_IIIb,JKO-18_ere,ere,342.7725872,0.716477567
826,ZAM20-91_C4_IIIb,C4_IIIb,JKO-18_ere,ere,941.0983426,0.723079939
827,MRL15-01_dec,dec,JKO-18_ere,ere,1124.79768,0.520675127
828,MRL15-03_dec,dec,JKO-18_ere,ere,1191.87631,0.523759886
829,MRL15-04_dec,dec,JKO-18_ere,ere,1192.481126,0.521290804
830,MRL15-05_dec,dec,JKO-18_ere,ere,1152.512264,0.513919745
831,ZAM19-30_dec,dec,JKO-18_ere,ere,528.8098948,0.477578269
832,ZAM19-50_dec,dec,JKO-18_ere,ere,354.05955,0.534478309
833,ZAM20-114_dec,dec,JKO-18_ere,ere,579.9047023,0.524328708
834,ZAM20-75_dec,dec,JKO-18_ere,ere,1022.591769,0.471445222
838,JKO-19_ere,ere,JKO-18_ere,ere,2.038326564,0.20451502
839,TAN16-01_ere,ere,JKO-18_ere,ere,222.6763173,0.430860462
840,ZAM17-18_ere,ere,JKO-18_ere,ere,120.882292,0.246750307
841,ZAM17-20_ere,ere,JKO-18_ere,ere,7.917839073,0.179769446
842,ZAM17-22_ere,ere,JKO-18_ere,ere,62.56771552,0.202635391
843,ZAM19-30_ere,ere,JKO-18_ere,ere,528.8098948,0.256059175
844,ZAM19-31_ere,ere,JKO-18_ere,ere,262.7787593,0.261725419
845,ZAM19-32_ere,ere,JKO-18_ere,ere,242.9979083,0.305367935
846,ZAM19-33_ere,ere,JKO-18_ere,ere,214.5823397,0.242698563
847,ZAM19-42_ere,ere,JKO-18_ere,ere,182.5797007,0.247229201
848,ZAM19-44_ere,ere,JKO-18_ere,ere,196.4420161,0.229525021
849,ZAM19-53_ere,ere,JKO-18_ere,ere,374.31894,0.243820006
850,ZAM19-55_ere,ere,JKO-18_ere,ere,346.5266797,0.248497083
851,ZAM19-56_ere,ere,JKO-18_ere,ere,342.7725872,0.244575078
852,ZAM19-59_ere,ere,JKO-18_ere,ere,241.6540068,0.269527404
853,ZAM20-106_ere,ere,JKO-18_ere,ere,634.4677309,0.261098427
854,ZAM20-108_ere,ere,JKO-18_ere,ere,593.1435449,0.328748524
855,ZAM20-113_ere,ere,JKO-18_ere,ere,580.2304072,0.340096802
856,ZAM20-74_ere,ere,JKO-18_ere,ere,962.3991377,0.263359956
857,ZAM20-86_ere,ere,JKO-18_ere,ere,979.1051966,0.268357864
858,ZAM20-91_ere,ere,JKO-18_ere,ere,941.0983426,0.263398922
859,ZAM20-95_ere,ere,JKO-18_ere,ere,908.8207814,0.337501579
860,L01_int,int,JKO-18_ere,ere,457.647405,0.597467111
861,TAN16-03_C4_IIIa,C4_IIIa,JKO-19_ere,ere,80.19067539,0.722205164
862,ZAM15-05_C4_IIIa,C4_IIIa,JKO-19_ere,ere,431.0145467,0.605440892
863,ZAM17-01_C4_IIIa,C4_IIIa,JKO-19_ere,ere,670.3400954,0.743074765
864,ZAM19-30_C4_IIIb,C4_IIIb,JKO-19_ere,ere,526.8464511,0.711417805
865,ZAM19-32_C4_IIIb,C4_IIIb,JKO-19_ere,ere,241.0175349,0.714422053
866,ZAM19-33_C4_IIIb,C4_IIIb,JKO-19_ere,ere,212.6961047,0.715865389
867,ZAM19-55_C4_IIIb,C4_IIIb,JKO-19_ere,ere,345.8565481,0.712653655
868,ZAM19-56_C4_IIIb,C4_IIIb,JKO-19_ere,ere,342.1378388,0.716754306
869,ZAM20-91_C4_IIIb,C4_IIIb,JKO-19_ere,ere,939.9279295,0.723439515
870,MRL15-01_dec,dec,JKO-19_ere,ere,1126.649235,0.527842701
871,MRL15-03_dec,dec,JKO-19_ere,ere,1193.71008,0.530829833
872,MRL15-04_dec,dec,JKO-19_ere,ere,1194.321104,0.532152005
873,MRL15-05_dec,dec,JKO-19_ere,ere,1154.499534,0.526647634
874,ZAM19-30_dec,dec,JKO-19_ere,ere,526.8464511,0.495743513
875,ZAM19-50_dec,dec,JKO-19_ere,ere,352.5993903,0.54505849
876,ZAM20-114_dec,dec,JKO-19_ere,ere,578.0172811,0.535855923
877,ZAM20-75_dec,dec,JKO-19_ere,ere,1020.915275,0.490675812
882,TAN16-01_ere,ere,JKO-19_ere,ere,224.0756475,0.445338513
883,ZAM17-18_ere,ere,JKO-19_ere,ere,119.8613073,0.293229066
884,ZAM17-20_ere,ere,JKO-19_ere,ere,9.953974321,0.235468061
885,ZAM17-22_ere,ere,JKO-19_ere,ere,60.53357399,0.254590457
886,ZAM19-30_ere,ere,JKO-19_ere,ere,526.8464511,0.305540102
887,ZAM19-31_ere,ere,JKO-19_ere,ere,260.7703501,0.29683151
888,ZAM19-32_ere,ere,JKO-19_ere,ere,241.0175349,0.341501371
889,ZAM19-33_ere,ere,JKO-19_ere,ere,212.6961047,0.280726884
890,ZAM19-42_ere,ere,JKO-19_ere,ere,181.3722995,0.288444104
891,ZAM19-44_ere,ere,JKO-19_ere,ere,195.0222633,0.276857245
892,ZAM19-53_ere,ere,JKO-19_ere,ere,373.3417395,0.286978345
893,ZAM19-55_ere,ere,JKO-19_ere,ere,345.8565481,0.296798025
894,ZAM19-56_ere,ere,JKO-19_ere,ere,342.1378388,0.289204809
895,ZAM19-59_ere,ere,JKO-19_ere,ere,241.1917022,0.307948924
896,ZAM20-106_ere,ere,JKO-19_ere,ere,632.9248545,0.307443899
897,ZAM20-108_ere,ere,JKO-19_ere,ere,591.5496938,0.361027526
898,ZAM20-113_ere,ere,JKO-19_ere,ere,578.3438739,0.370512467
899,ZAM20-74_ere,ere,JKO-19_ere,ere,960.6666305,0.307175216
900,ZAM20-86_ere,ere,JKO-19_ere,ere,977.7059453,0.317940111
901,ZAM20-91_ere,ere,JKO-19_ere,ere,939.9279295,0.307866559
902,ZAM20-95_ere,ere,JKO-19_ere,ere,907.6307523,0.370117672
903,L01_int,int,JKO-19_ere,ere,459.5738862,0.596261954
904,TAN16-03_C4_IIIa,C4_IIIa,TAN16-01_ere,ere,150.8440277,0.712584355
905,ZAM15-05_C4_IIIa,C4_IIIa,TAN16-01_ere,ere,487.9663124,0.598041973
906,ZAM17-01_C4_IIIa,C4_IIIa,TAN16-01_ere,ere,788.7483291,0.732530699
907,ZAM19-30_C4_IIIb,C4_IIIb,TAN16-01_ere,ere,662.0420265,0.701905366
908,ZAM19-32_C4_IIIb,C4_IIIb,TAN16-01_ere,ere,402.4261666,0.704856443
909,ZAM19-33_C4_IIIb,C4_IIIb,TAN16-01_ere,ere,360.3494466,0.706470482
910,ZAM19-55_C4_IIIb,C4_IIIb,TAN16-01_ere,ere,313.7001036,0.703086214
911,ZAM19-56_C4_IIIb,C4_IIIb,TAN16-01_ere,ere,306.8062416,0.707548865
912,ZAM20-91_C4_IIIb,C4_IIIb,TAN16-01_ere,ere,921.7457337,0.713417374
917,ZAM19-30_dec,dec,TAN16-01_ere,ere,662.0420265,0.533756929
918,ZAM19-50_dec,dec,TAN16-01_ere,ere,415.0081291,0.5543285
919,ZAM20-114_dec,dec,TAN16-01_ere,ere,691.6484091,0.563835151
920,ZAM20-75_dec,dec,TAN16-01_ere,ere,1078.154886,0.529244913
926,ZAM17-18_ere,ere,TAN16-01_ere,ere,221.4270049,0.461531295
927,ZAM17-20_ere,ere,TAN16-01_ere,ere,217.0362615,0.432046631
928,ZAM17-22_ere,ere,TAN16-01_ere,ere,271.66749,0.445949688
929,ZAM19-30_ere,ere,TAN16-01_ere,ere,662.0420265,0.482801967
930,ZAM19-31_ere,ere,TAN16-01_ere,ere,427.7789696,0.404376561
931,ZAM19-32_ere,ere,TAN16-01_ere,ere,402.4261666,0.381144839
932,ZAM19-33_ere,ere,TAN16-01_ere,ere,360.3494466,0.457872116
933,ZAM19-42_ere,ere,TAN16-01_ere,ere,261.5959743,0.441414652
934,ZAM19-44_ere,ere,TAN16-01_ere,ere,290.4883634,0.455677355
935,ZAM19-53_ere,ere,TAN16-01_ere,ere,371.4698261,0.450961663
936,ZAM19-55_ere,ere,TAN16-01_ere,ere,313.7001036,0.459330596
937,ZAM19-56_ere,ere,TAN16-01_ere,ere,306.8062416,0.459243401
938,ZAM19-59_ere,ere,TAN16-01_ere,ere,220.4045459,0.416971875
939,ZAM20-106_ere,ere,TAN16-01_ere,ere,681.09841,0.472954663
940,ZAM20-108_ere,ere,TAN16-01_ere,ere,650.1854904,0.513922498
941,ZAM20-113_ere,ere,TAN16-01_ere,ere,691.7583458,0.513896178
942,ZAM20-74_ere,ere,TAN16-01_ere,ere,1029.650214,0.446473664
943,ZAM20-86_ere,ere,TAN16-01_ere,ere,990.7914454,0.474851226
944,ZAM20-91_ere,ere,TAN16-01_ere,ere,921.7457337,0.469533898
945,ZAM20-95_ere,ere,TAN16-01_ere,ere,893.0532368,0.516522345
950,ZAM19-30_C4_IIIb,C4_IIIb,ZAM17-18_ere,ere,449.6981801,0.713682749
951,ZAM19-32_C4_IIIb,C4_IIIb,ZAM17-18_ere,ere,181.0001861,0.716931938
952,ZAM19-33_C4_IIIb,C4_IIIb,ZAM17-18_ere,ere,139.3431503,0.718378649
953,ZAM19-55_C4_IIIb,C4_IIIb,ZAM17-18_ere,ere,229.1052159,0.715129514
954,ZAM19-56_C4_IIIb,C4_IIIb,ZAM17-18_ere,ere,226.0481259,0.719304679
955,ZAM20-91_C4_IIIb,C4_IIIb,ZAM17-18_ere,ere,820.665423,0.726149737
960,ZAM19-30_dec,dec,ZAM17-18_ere,ere,449.6981801,0.491518414
961,ZAM19-50_dec,dec,ZAM17-18_ere,ere,239.6673885,0.541651011
962,ZAM20-114_dec,dec,ZAM17-18_ere,ere,489.3585435,0.533515303
963,ZAM20-75_dec,dec,ZAM17-18_ere,ere,914.3402243,0.485660068
970,ZAM17-20_ere,ere,ZAM17-18_ere,ere,124.7360445,0.245059805
971,ZAM17-22_ere,ere,ZAM17-18_ere,ere,108.1250144,0.23807396
972,ZAM19-30_ere,ere,ZAM17-18_ere,ere,449.6981801,0.272659058
973,ZAM19-31_ere,ere,ZAM17-18_ere,ere,206.3876602,0.298819946
974,ZAM19-32_ere,ere,ZAM17-18_ere,ere,181.0001861,0.345459589
975,ZAM19-33_ere,ere,ZAM17-18_ere,ere,139.3431503,0.268629727
976,ZAM19-42_ere,ere,ZAM17-18_ere,ere,63.6927917,0.256271663
977,ZAM19-44_ere,ere,ZAM17-18_ere,ere,84.24199518,0.236011624
978,ZAM19-53_ere,ere,ZAM17-18_ere,ere,253.5146502,0.261642624
979,ZAM19-55_ere,ere,ZAM17-18_ere,ere,229.1052159,0.25702903
980,ZAM19-56_ere,ere,ZAM17-18_ere,ere,226.0481259,0.253841165
981,ZAM19-59_ere,ere,ZAM17-18_ere,ere,131.0649274,0.28637372
982,ZAM20-106_ere,ere,ZAM17-18_ere,ere,521.4674293,0.275557274
983,ZAM20-108_ere,ere,ZAM17-18_ere,ere,482.2545708,0.340331336
984,ZAM20-113_ere,ere,ZAM17-18_ere,ere,489.580649,0.349497118
985,ZAM20-74_ere,ere,ZAM17-18_ere,ere,857.2682244,0.283959652
986,ZAM20-86_ere,ere,ZAM17-18_ere,ere,861.7019493,0.2874832
987,ZAM20-91_ere,ere,ZAM17-18_ere,ere,820.665423,0.274164563
988,ZAM20-95_ere,ere,ZAM17-18_ere,ere,788.5324535,0.342612132
993,ZAM19-30_C4_IIIb,C4_IIIb,ZAM17-20_ere,ere,536.3232111,0.71394639
994,ZAM19-32_C4_IIIb,C4_IIIb,ZAM17-20_ere,ere,250.5952777,0.717281268
995,ZAM19-33_C4_IIIb,C4_IIIb,ZAM17-20_ere,ere,221.7750934,0.718645054
996,ZAM19-55_C4_IIIb,C4_IIIb,ZAM17-20_ere,ere,348.8413578,0.715455321
997,ZAM19-56_C4_IIIb,C4_IIIb,ZAM17-20_ere,ere,344.9498728,0.719567854
998,ZAM20-91_C4_IIIb,C4_IIIb,ZAM17-20_ere,ere,945.3312343,0.726148966
1003,ZAM19-30_dec,dec,ZAM17-20_ere,ere,536.3232111,0.481256124
1004,ZAM19-50_dec,dec,ZAM17-20_ere,ere,359.495122,0.536294476
1005,ZAM20-114_dec,dec,ZAM17-20_ere,ere,587.0828721,0.526196578
1006,ZAM20-75_dec,dec,ZAM17-20_ere,ere,1028.875163,0.47674266
1014,ZAM17-22_ere,ere,ZAM17-20_ere,ere,70.48512625,0.193380512
1015,ZAM19-30_ere,ere,ZAM17-20_ere,ere,536.3232111,0.259338854
1016,ZAM19-31_ere,ere,ZAM17-20_ere,ere,270.5064095,0.256360961
1017,ZAM19-32_ere,ere,ZAM17-20_ere,ere,250.5952777,0.298713057
1018,ZAM19-33_ere,ere,ZAM17-20_ere,ere,221.7750934,0.239025551
1019,ZAM19-42_ere,ere,ZAM17-20_ere,ere,187.0779046,0.237351255
1020,ZAM19-44_ere,ere,ZAM17-20_ere,ere,201.7639103,0.222138207
1021,ZAM19-53_ere,ere,ZAM17-20_ere,ere,377.8327696,0.237305253
1022,ZAM19-55_ere,ere,ZAM17-20_ere,ere,348.8413578,0.244872583
1023,ZAM19-56_ere,ere,ZAM17-20_ere,ere,344.9498728,0.241766085
1024,ZAM19-59_ere,ere,ZAM17-20_ere,ere,243.2032722,0.264635308
1025,ZAM20-106_ere,ere,ZAM17-20_ere,ere,640.2130139,0.256920905
1026,ZAM20-108_ere,ere,ZAM17-20_ere,ere,599.0984234,0.329738348
1027,ZAM20-113_ere,ere,ZAM17-20_ere,ere,587.4047463,0.340418288
1028,ZAM20-74_ere,ere,ZAM17-20_ere,ere,968.9160434,0.262434501
1029,ZAM20-86_ere,ere,ZAM17-20_ere,ere,984.2568077,0.274459882
1030,ZAM20-91_ere,ere,ZAM17-20_ere,ere,945.3312343,0.264505649
1031,ZAM20-95_ere,ere,ZAM17-20_ere,ere,913.133177,0.337652376
1036,ZAM19-30_C4_IIIb,C4_IIIb,ZAM17-22_ere,ere,470.1561101,0.713244614
1037,ZAM19-32_C4_IIIb,C4_IIIb,ZAM17-22_ere,ere,184.1810863,0.716316855
1038,ZAM19-33_C4_IIIb,C4_IIIb,ZAM17-22_ere,ere,160.565158,0.717766311
1039,ZAM19-55_C4_IIIb,C4_IIIb,ZAM17-22_ere,ere,335.0045127,0.714509646
1040,ZAM19-56_C4_IIIb,C4_IIIb,ZAM17-22_ere,ere,332.4518152,0.718733985
1041,ZAM20-91_C4_IIIb,C4_IIIb,ZAM17-22_ere,ere,909.977538,0.725342593
1046,ZAM19-30_dec,dec,ZAM17-22_ere,ere,470.1561101,0.481443498
1047,ZAM19-50_dec,dec,ZAM17-22_ere,ere,315.3998014,0.53588609
1048,ZAM20-114_dec,dec,ZAM17-22_ere,ere,524.2582723,0.528030111
1049,ZAM20-75_dec,dec,ZAM17-22_ere,ere,974.2167466,0.476662573
1058,ZAM19-30_ere,ere,ZAM17-22_ere,ere,470.1561101,0.249828868
1059,ZAM19-31_ere,ere,ZAM17-22_ere,ere,202.4349267,0.259039699
1060,ZAM19-32_ere,ere,ZAM17-22_ere,ere,184.1810863,0.307415167
1061,ZAM19-33_ere,ere,ZAM17-22_ere,ere,160.565158,0.232565503
1062,ZAM19-42_ere,ere,ZAM17-22_ere,ere,157.5305401,0.240590487
1063,ZAM19-44_ere,ere,ZAM17-22_ere,ere,162.6565431,0.217367028
1064,ZAM19-53_ere,ere,ZAM17-22_ere,ere,352.2821007,0.237954593
1065,ZAM19-55_ere,ere,ZAM17-22_ere,ere,335.0045127,0.240268221
1066,ZAM19-56_ere,ere,ZAM17-22_ere,ere,332.4518152,0.236542078
1067,ZAM19-59_ere,ere,ZAM17-22_ere,ere,239.1602125,0.272390116
1068,ZAM20-106_ere,ere,ZAM17-22_ere,ere,591.347003,0.250208285
1069,ZAM20-108_ere,ere,ZAM17-22_ere,ere,548.3315543,0.319964716
1070,ZAM20-113_ere,ere,ZAM17-22_ere,ere,524.6181683,0.332984333
1071,ZAM20-74_ere,ere,ZAM17-22_ere,ere,912.0948762,0.262975855
1072,ZAM20-86_ere,ere,ZAM17-22_ere,ere,940.2901443,0.269015659
1073,ZAM20-91_ere,ere,ZAM17-22_ere,ere,909.977538,0.259610872
1074,ZAM20-95_ere,ere,ZAM17-22_ere,ere,877.1067913,0.328184036
1080,ZAM19-32_C4_IIIb,C4_IIIb,ZAM19-30_ere,ere,286.0615791,0.723859095
1081,ZAM19-33_C4_IIIb,C4_IIIb,ZAM19-30_ere,ere,316.6248228,0.725242267
1082,ZAM19-55_C4_IIIb,C4_IIIb,ZAM19-30_ere,ere,435.703375,0.72205507
1083,ZAM19-56_C4_IIIb,C4_IIIb,ZAM19-30_ere,ere,441.5754072,0.726272508
1084,ZAM20-91_C4_IIIb,C4_IIIb,ZAM19-30_ere,ere,628.4046462,0.733031714
1090,ZAM19-50_dec,dec,ZAM19-30_ere,ere,275.872104,0.548017615
1091,ZAM20-114_dec,dec,ZAM19-30_ere,ere,81.62904177,0.537983282
1092,ZAM20-75_dec,dec,ZAM19-30_ere,ere,550.4605451,0.488709631
1102,ZAM19-31_ere,ere,ZAM19-30_ere,ere,268.6510508,0.297585269
1103,ZAM19-32_ere,ere,ZAM19-30_ere,ere,286.0615791,0.36046975
1104,ZAM19-33_ere,ere,ZAM19-30_ere,ere,316.6248228,0.249327054
